name,stars,createdAt,pushedAt,primaryLanguage,totalReleases,acceptedPullRequests,totalIssues,closedIssues
TanStack/query,46344,2019-09-10T19:23:58Z,2025-08-21T14:55:33Z,TypeScript,1000,2894,2166,2102
v2ray/v2ray-core,46302,2015-09-04T11:42:53Z,2025-08-12T11:15:43Z,Go,247,203,2591,2583
type-challenges/type-challenges,46301,2020-07-23T14:33:11Z,2025-07-07T12:00:24Z,TypeScript,0,588,36283,3845
hashicorp/terraform,46203,2014-03-13T22:25:48Z,2025-08-22T00:19:44Z,Go,378,12787,21412,19675
dkhamsing/open-source-ios-apps,46188,2015-01-26T23:32:34Z,2025-08-21T11:35:14Z,N/A,37,1409,310,310
ziishaned/learn-regex,46063,2017-07-22T12:21:03Z,2025-03-27T03:50:12Z,N/A,0,131,87,35
lllyasviel/Fooocus,46048,2023-08-09T18:43:40Z,2025-01-24T10:55:35Z,Python,21,447,1611,1400
slab/quill,45974,2012-07-30T23:23:18Z,2025-07-25T06:09:23Z,TypeScript,95,381,3775,3267
lyswhut/lx-music-desktop,45827,2019-08-14T14:31:08Z,2025-08-10T05:53:17Z,TypeScript,110,86,2192,1236
bigskysoftware/htmx,45739,2020-04-13T16:17:51Z,2025-08-02T14:24:24Z,JavaScript,26,956,1572,1005
jesseduffield/lazydocker,45716,2019-05-18T08:53:50Z,2024-12-22T10:43:30Z,Go,42,186,361,190
pixijs/pixijs,45594,2013-01-21T22:40:50Z,2025-08-21T19:32:38Z,TypeScript,293,3677,5983,5742
kelseyhightower/kubernetes-the-hard-way,45505,2016-07-07T14:15:27Z,2025-04-10T06:11:47Z,N/A,0,73,428,415
jakevdp/PythonDataScienceHandbook,45263,2016-08-10T14:24:36Z,2024-06-26T19:17:33Z,Jupyter Notebook,0,28,203,78
brillout/awesome-react-components,45258,2016-06-24T15:19:33Z,2024-08-12T13:52:53Z,N/A,0,324,52,44
android/architecture-samples,45255,2016-02-05T13:42:07Z,2025-08-21T05:35:06Z,Kotlin,0,232,486,348
skylot/jadx,45189,2013-03-18T17:08:21Z,2025-08-12T08:52:56Z,Java,31,577,1917,1528
odoo/odoo,45160,2014-05-13T15:38:58Z,2025-08-22T00:31:12Z,Python,0,6181,18397,15107
typst/typst,45026,2019-09-24T21:41:56Z,2025-08-21T16:18:22Z,Rust,22,1820,3478,2570
jestjs/jest,44980,2013-12-10T00:18:04Z,2025-07-27T02:20:19Z,TypeScript,208,5701,8115,7861
Asabeneh/30-Days-Of-JavaScript,44954,2019-12-23T14:07:40Z,2025-02-11T09:46:11Z,JavaScript,0,98,174,59
ColorlibHQ/AdminLTE,44940,2013-12-25T02:52:40Z,2025-08-20T14:08:12Z,CSS,77,1545,2890,2747
serhii-londar/open-source-mac-os-apps,44923,2017-11-03T02:35:33Z,2025-04-26T22:41:38Z,N/A,0,525,211,161
dbeaver/dbeaver,44922,2015-10-21T08:26:28Z,2025-08-21T21:38:55Z,Java,230,6106,19366,16318
discourse/discourse,44869,2013-01-12T00:25:55Z,2025-08-22T00:54:17Z,Ruby,0,30063,0,0
akullpp/awesome-java,44774,2014-07-09T10:12:43Z,2025-07-27T09:22:12Z,N/A,0,715,136,136
oobabooga/text-generation-webui,44767,2022-12-21T04:17:37Z,2025-08-19T14:52:49Z,Python,80,1183,4003,1429
meteor/meteor,44682,2012-01-19T01:58:17Z,2025-08-21T16:00:17Z,JavaScript,0,2534,9206,8947
dypsilon/frontend-dev-bookmarks,44642,2013-06-22T13:23:55Z,2024-05-21T10:56:58Z,N/A,1,129,107,82
ultralytics/ultralytics,44631,2022-09-11T16:39:45Z,2025-08-21T22:35:38Z,Python,257,3510,11655,11408
Homebrew/brew,44595,2016-03-06T05:08:38Z,2025-08-22T01:12:17Z,Ruby,441,12993,4801,4783
google/zx,44501,2021-05-05T05:50:01Z,2025-08-21T11:00:58Z,JavaScript,96,552,489,476
unslothai/unsloth,44471,2023-11-29T16:50:09Z,2025-08-21T23:54:39Z,Python,16,481,2450,1734
coollabsio/coolify,44445,2021-01-25T20:54:01Z,2025-08-21T08:17:03Z,PHP,619,1646,2795,2231
termux/termux-app,44336,2015-10-23T09:42:46Z,2025-08-12T01:49:34Z,Java,95,162,2924,2519
vercel/hyper,44192,2016-07-01T06:01:21Z,2024-08-14T03:32:57Z,TypeScript,88,3291,3814,2872
isocpp/CppCoreGuidelines,44095,2015-08-19T20:22:52Z,2025-07-27T13:54:28Z,CSS,4,812,1211,964
2dust/v2rayNG,44057,2019-05-15T02:15:31Z,2025-08-17T03:16:11Z,Kotlin,256,498,3417,3409
parcel-bundler/parcel,43933,2017-08-07T16:36:47Z,2025-08-21T15:12:28Z,JavaScript,48,2591,5486,5009
run-llama/llama_index,43829,2022-11-02T04:24:54Z,2025-08-22T01:17:52Z,Python,404,7014,6615,6399
DovAmir/awesome-design-patterns,43799,2018-06-04T17:47:48Z,2024-10-25T19:57:00Z,N/A,0,30,15,5
usememos/memos,43768,2021-12-08T15:30:18Z,2025-08-19T13:57:38Z,Go,80,1796,2462,2438
astaxie/build-web-application-with-golang,43767,2012-08-02T11:49:35Z,2024-05-12T00:47:46Z,Go,0,757,304,183
karpathy/nanoGPT,43759,2022-12-28T00:51:12Z,2024-12-09T23:53:04Z,Python,0,45,337,109
acmesh-official/acme.sh,43733,2015-12-26T12:56:33Z,2025-08-19T02:05:37Z,Shell,44,1422,3318,2240
react-hook-form/react-hook-form,43712,2019-03-05T23:47:10Z,2025-08-19T23:02:58Z,TypeScript,585,2071,4835,4761
babel/babel,43697,2014-09-28T13:38:23Z,2025-08-22T00:08:50Z,TypeScript,442,6283,8996,8401
aymericdamien/TensorFlow-Examples,43693,2015-11-11T14:21:19Z,2024-07-26T19:46:13Z,Jupyter Notebook,0,88,237,70
square/retrofit,43683,2010-09-06T21:39:43Z,2025-08-21T13:40:39Z,HTML,4,1185,2748,2621
microsoft/monaco-editor,43682,2016-06-07T16:56:31Z,2025-08-15T22:22:30Z,JavaScript,91,467,3834,3153
jeecgboot/JeecgBoot,43675,2018-11-26T10:40:00Z,2025-08-21T14:37:32Z,Java,61,122,7575,7548
FuelLabs/fuels-rs,43635,2021-10-31T22:33:54Z,2025-08-21T01:32:58Z,Rust,117,899,658,609
FuelLabs/fuels-ts,43620,2021-09-03T18:11:03Z,2025-08-17T19:28:01Z,TypeScript,154,1969,1456,1398
LeCoupa/awesome-cheatsheets,43581,2017-11-09T02:47:15Z,2024-08-24T21:07:02Z,JavaScript,0,169,96,59
prisma/prisma,43555,2019-06-20T13:33:47Z,2025-08-21T20:43:26Z,TypeScript,223,6348,11360,9049
grpc/grpc,43531,2014-12-08T18:58:53Z,2025-08-21T23:44:35Z,C++,355,20029,11793,11118
yangshun/front-end-interview-handbook,43450,2018-01-13T19:40:08Z,2025-08-20T11:59:10Z,MDX,0,346,101,91
Leaflet/Leaflet,43442,2010-09-22T16:57:44Z,2025-08-19T19:53:46Z,JavaScript,33,3115,5278,4883
streamich/react-use,43440,2018-10-27T10:16:05Z,2025-08-19T17:15:36Z,TypeScript,256,1532,598,244
metabase/metabase,43354,2015-02-02T19:25:47Z,2025-08-22T00:28:32Z,Clojure,676,34067,23056,19474
RocketChat/Rocket.Chat,43247,2015-05-19T07:36:09Z,2025-08-21T23:26:16Z,TypeScript,1000,14476,16354,13776
pyenv/pyenv,42960,2012-08-31T06:57:52Z,2025-08-16T17:17:53Z,Roff,132,974,1858,1805
GitSquared/edex-ui,42946,2017-01-28T09:35:02Z,2021-10-19T22:38:47Z,JavaScript,29,399,559,553
FlowiseAI/Flowise,42861,2023-03-31T12:23:09Z,2025-08-19T16:38:59Z,TypeScript,73,1329,2247,1629
jellyfin/jellyfin,42825,2018-12-09T06:36:45Z,2025-08-21T20:57:51Z,C#,91,4816,7272,6881
sudheerj/reactjs-interview-questions,42813,2018-05-31T17:17:01Z,2025-08-21T16:06:18Z,JavaScript,0,162,110,107
expo/expo,42571,2016-08-15T17:14:25Z,2025-08-21T23:48:00Z,TypeScript,0,17920,16975,16544
ggml-org/whisper.cpp,42552,2022-09-25T18:26:37Z,2025-08-18T17:30:50Z,C++,27,863,1748,832
coreybutler/nvm-windows,42489,2014-09-20T16:37:28Z,2025-03-31T10:37:07Z,Go,23,107,927,847
Unitech/pm2,42476,2013-05-21T03:25:25Z,2025-06-05T09:16:23Z,JavaScript,128,551,5080,4078
ClickHouse/ClickHouse,42475,2016-06-02T08:28:18Z,2025-08-22T00:16:19Z,C++,672,50414,24988,20549
k88hudson/git-flight-rules,42421,2014-07-22T20:35:09Z,2025-04-11T22:26:43Z,N/A,0,225,73,55
opendatalab/MinerU,42293,2024-02-29T08:52:34Z,2025-08-21T09:23:34Z,Python,121,1025,1683,1548
GokuMohandas/Made-With-ML,42229,2018-11-05T03:44:27Z,2024-08-18T04:34:15Z,Jupyter Notebook,0,147,74,58
alex/what-happens-when,42182,2013-11-07T04:30:06Z,2024-08-19T13:02:25Z,N/A,0,108,292,53
coqui-ai/TTS,42174,2020-05-20T15:45:28Z,2024-08-16T12:07:14Z,Python,98,465,1190,1185
Alamofire/Alamofire,42055,2014-07-31T05:56:19Z,2025-05-14T03:37:18Z,Swift,102,650,2799,2757
faif/python-patterns,41967,2012-06-06T21:02:35Z,2025-07-19T00:16:40Z,Python,0,273,93,83
Light-City/CPlusPlusThings,41857,2019-07-14T08:45:45Z,2024-06-14T01:58:36Z,C++,0,72,228,218
astral-sh/ruff,41824,2022-08-09T17:17:44Z,2025-08-22T00:13:24Z,Rust,376,11176,7127,5618
getsentry/sentry,41785,2010-08-30T22:06:41Z,2025-08-22T00:04:15Z,Python,154,72741,15739,13589
apache/spark,41716,2014-02-25T08:00:08Z,2025-08-22T01:11:02Z,Scala,0,8,0,0
apache/airflow,41671,2015-04-13T18:04:58Z,2025-08-22T00:59:54Z,Python,103,29328,12444,11162
iina/iina,41629,2016-12-19T07:18:45Z,2025-08-16T21:50:55Z,Swift,45,851,4186,2427
Stability-AI/stablediffusion,41604,2022-11-23T23:59:50Z,2025-06-25T14:18:37Z,Python,0,17,324,76
Kong/kong,41588,2014-11-17T23:56:08Z,2025-08-19T03:57:06Z,Lua,145,6478,4557,4490
NaiboWang/EasySpider,41566,2020-07-18T02:41:27Z,2025-07-31T07:56:57Z,JavaScript,10,40,713,485
yarnpkg/yarn,41554,2016-01-19T17:39:16Z,2025-08-19T19:54:55Z,JavaScript,152,1654,6606,4731
freqtrade/freqtrade,41551,2017-05-17T23:48:53Z,2025-08-21T05:15:45Z,Python,100,5895,5329,5301
spf13/cobra,41500,2013-09-03T20:40:26Z,2025-08-11T13:58:23Z,Go,24,614,1212,986
tldraw/tldraw,41395,2021-05-09T11:48:37Z,2025-08-21T14:38:28Z,TypeScript,80,3556,1742,1516
mingrammer/diagrams,41364,2020-02-02T15:23:24Z,2025-08-18T15:20:34Z,Python,44,328,533,222
nolimits4web/swiper,41333,2012-03-14T19:11:45Z,2025-08-13T22:34:49Z,JavaScript,87,604,5752,5537
apachecn/ailearning,41289,2017-02-25T08:53:02Z,2024-11-12T16:21:55Z,Python,2,478,115,112
apache/dubbo,41237,2012-06-19T07:56:02Z,2025-08-20T07:37:30Z,Java,111,5786,7274,6474
bevyengine/bevy,41162,2020-01-18T21:13:55Z,2025-08-21T16:20:18Z,Rust,43,6189,7209,4828
bailicangdu/vue2-elm,41151,2016-12-23T01:49:20Z,2025-04-11T12:52:02Z,Vue,0,21,630,512
tw93/Pake,41120,2022-10-14T09:32:57Z,2025-08-22T00:27:13Z,Rust,31,100,400,352
zai-org/ChatGLM-6B,41112,2023-03-13T12:00:18Z,2024-06-27T04:05:25Z,Python,0,48,1308,751
hpcaitech/ColossalAI,41104,2021-10-28T16:19:44Z,2025-08-18T09:10:00Z,Python,50,3699,1725,1298
dcloudio/uni-app,41054,2018-07-12T08:52:39Z,2025-08-21T11:58:08Z,JavaScript,0,458,4923,4233
AykutSarac/jsoncrack.com,41045,2022-01-30T15:25:18Z,2025-07-31T15:36:30Z,TypeScript,22,85,266,234
nwjs/nw.js,41033,2012-01-04T06:21:10Z,2025-08-20T16:06:57Z,JavaScript,0,575,7399,6477
KRTirtho/spotube,41017,2021-02-14T03:17:58Z,2025-08-19T16:34:47Z,Dart,40,246,1863,1082
streamlit/streamlit,41012,2019-08-24T00:14:52Z,2025-08-22T00:54:03Z,Python,105,5660,5394,4288
docker/awesome-compose,40905,2020-02-13T08:51:42Z,2025-07-22T05:26:19Z,HTML,0,149,127,40
styled-components/styled-components,40880,2016-08-16T06:41:32Z,2025-06-18T19:28:46Z,TypeScript,176,966,2953,2651
psf/black,40833,2018-03-14T19:54:45Z,2025-08-19T12:31:01Z,Python,46,1585,2723,2394
vuetifyjs/vuetify,40687,2016-09-12T00:39:35Z,2025-08-21T16:16:48Z,TypeScript,605,4387,14902,14398
hexojs/hexo,40668,2012-09-23T15:17:08Z,2025-08-16T00:51:53Z,TypeScript,114,945,3985,3912
ziglang/zig,40643,2015-08-06T00:51:28Z,2025-08-22T01:10:59Z,Zig,20,9177,13094,9701
1c7/chinese-independent-developer,40625,2017-09-21T11:08:23Z,2025-08-21T15:22:00Z,N/A,0,314,200,199
zhongyang219/TrafficMonitor,40565,2017-07-30T02:51:17Z,2025-08-21T11:07:54Z,C++,26,63,1883,712
fastlane/fastlane,40423,2014-12-02T17:00:38Z,2025-08-07T21:19:55Z,Ruby,552,6234,13186,12500
cli/cli,40360,2019-10-03T15:24:53Z,2025-08-21T19:10:59Z,Go,175,2605,5139,4306
bannedbook/fanqiang,40294,2015-01-14T00:34:25Z,2025-08-19T12:08:26Z,Kotlin,3,3,795,466
mitmproxy/mitmproxy,40241,2010-02-16T04:10:13Z,2025-08-19T21:04:35Z,Python,76,2632,3559,3228
SimplifyJobs/Summer2026-Internships,40161,2020-05-23T20:53:18Z,2025-08-22T01:08:50Z,N/A,0,1673,3651,3633
dylanaraps/pure-bash-bible,39991,2018-06-13T01:39:33Z,2023-11-28T03:26:23Z,Shell,0,28,77,33
tabler/tabler,39957,2018-02-01T09:08:59Z,2025-08-18T15:16:15Z,HTML,51,722,1090,1004
chubin/cheat.sh,39925,2017-05-07T21:40:56Z,2025-08-08T05:15:06Z,Python,0,129,258,133
LC044/WeChatMsg,39909,2023-01-11T05:03:49Z,2025-04-26T17:26:17Z,N/A,0,62,0,0
deepspeedai/DeepSpeed,39826,2020-01-23T18:35:18Z,2025-08-21T17:03:50Z,Python,98,2747,3176,2083
penpot/penpot,39739,2015-12-29T22:09:07Z,2025-08-21T19:04:24Z,Clojure,59,4515,1920,1429
GitHubDaily/GitHubDaily,39732,2018-12-30T13:56:58Z,2025-03-20T08:54:47Z,N/A,0,3,575,176
microsoft/AI-For-Beginners,39720,2021-03-03T16:27:36Z,2025-08-20T23:43:32Z,Jupyter Notebook,0,171,133,106
colinhacks/zod,39619,2020-03-07T20:59:08Z,2025-08-21T22:58:49Z,TypeScript,179,840,2705,2512
bradtraversy/50projects50days,39582,2020-11-16T14:39:01Z,2025-02-26T13:49:39Z,CSS,0,44,0,0
gradio-app/gradio,39572,2018-12-19T08:24:04Z,2025-08-21T21:36:43Z,Python,1000,4750,5931,5501
chakra-ui/chakra-ui,39570,2019-08-17T14:27:54Z,2025-08-21T22:21:40Z,TypeScript,1000,2811,4148,4148
helix-editor/helix,39540,2020-06-01T04:26:56Z,2025-08-19T22:19:53Z,Rust,30,4247,5379,4536
lukasz-madon/awesome-remote-job,39504,2015-01-02T00:31:34Z,2025-07-30T18:42:16Z,N/A,0,592,79,75
slidevjs/slidev,39475,2021-04-24T01:25:23Z,2025-08-20T07:18:54Z,TypeScript,394,711,1213,1073
virattt/ai-hedge-fund,39474,2024-11-29T16:30:01Z,2025-08-20T19:46:02Z,Python,0,33,217,198
google-research/bert,39438,2018-10-25T22:57:34Z,2024-07-23T23:39:41Z,Python,0,32,1145,355
wg/wrk,39398,2012-03-20T11:12:28Z,2023-12-30T10:33:51Z,C,0,0,406,262
php/php-src,39388,2011-06-16T01:52:25Z,2025-08-21T21:12:46Z,C,23,4257,4322,3496
QSCTech/zju-icicles,39375,2016-06-28T16:17:32Z,2025-06-23T16:45:51Z,HTML,0,224,78,69
harry0703/MoneyPrinterTurbo,39336,2024-03-11T02:57:34Z,2025-06-11T06:34:54Z,Python,9,136,573,393
gedoor/legado,39281,2019-05-22T04:18:58Z,2025-08-18T06:51:31Z,Kotlin,115,1134,2968,2927
evanw/esbuild,39247,2016-06-14T16:08:50Z,2025-08-13T02:31:20Z,Go,301,246,3759,3246
sharkdp/fd,39246,2017-05-09T21:27:10Z,2025-08-19T20:17:09Z,Rust,40,651,917,787
floodsung/Deep-Learning-Papers-Reading-Roadmap,39230,2016-10-14T11:49:48Z,2022-11-27T13:18:32Z,Python,0,28,57,5
upscayl/upscayl,39183,2022-07-30T17:19:20Z,2025-08-01T14:28:41Z,TypeScript,29,100,951,893
byoungd/English-level-up-tips,39156,2017-05-30T07:18:52Z,2024-07-13T17:58:27Z,HTML,0,26,101,72
ChrisTitusTech/winutil,39108,2022-04-28T02:25:19Z,2025-08-21T18:39:39Z,PowerShell,22,846,1900,1707
